,parent_asin,rating,text,user_id,date,title,price,average_rating,rating_number,categories,features,description,main_category,store,sentiment_score
10,B000GAWSFY,4.0,"Looks sharp, works fine.",AESCIRMLTPS7ZGHEJ6GCKHF5FDHA,2015-06-04,Casio Men's AW48HE-8AV Black Ana-Digi Dual-Time Watch,26.08,4.2,290,"['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']","['Imported', 'Square retro watch featuring digital and analog displays with rose-tone accents and day/date/month functions', '30 mm resin case with mineral dial window', 'Quartz movement with analog-digital display', 'Resin band with buckle closure', 'Water resistant to 50 m (165 ft): In general, suitable for short periods of recreational swimming, but not diving or snorkeling']","['The timeless style of an analog watch, combined with the functionality of a digital watch. This ana-digi combination allows you to see up to 2 times or the date with day of the week. With the added features of an alarm, stopwatch and hourly time signal, you’ll never lose track of time. Gray Casual Classic Watch with Analog and Digital Timekeeping.', ""Blending analog and digital functions, the Casio Men's Ana-Digi Dual Time Watch #AW48HE-8AV features a sleek gray dial, which is protected by a sturdy mineral dial window. Gold-tone index beads embellish the face, and a handy digital display allows a dual-time capability or day-and-date calendar. The black resin band comes equipped with a durable buckle closure. Other details include a stationary, resin-and-stainless steel bezel and 30-millimeter resin case. Fusing technological details with a sleek design, this handsome timepiece tells everyone that you value style. Powered by quartz movement, this watch is water resistant to 165 feet."", 'Casio', 'With the launch of its first watch in November 1974, Casio entered the wristwatch market at a time when the watch industry had just discovered digital technology. As a company with cutting-edge electronic technology developed for pocket calculators, Casio entered this field confident that it could develop timepieces that would lead the market.', 'Today, Casio is focusing its efforts on solar-powered radio-controlled watches: the built-in solar battery eliminates the nuisance of replacing batteries, atomic timekeeping means the users never have to reset the time. Recently, Casio launched a series of Bluetooth watches that sync to the users cell phone to automatically update the time. Casio is always moving time forward.', 'See more']",AMAZON FASHION,Casio,1
11,B000JLC7RE,4.0,"The sole of this shoe is very soft and cushioned, so that's great, but there is absolutely no arch support.  I'm keeping them, but I'll have to stick with my Chacos and Danskos for days when I'm walking very far.",AGJGSPCCC37H3PUWXYISRVIYW6NQ,2013-08-13,Jambu Women's Water Water Shoe,,3.7,82,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Boots']","['100% Textile/Mesh', 'Imported', 'Rubber sole', 'Heel measures approximately 1.25""', 'Platform measures approximately 1""', 'Water ready', 'Easy on', 'Adjustable straps']","['Inspired by the beauty and mystique of the rainforest, Jambu footwear is designed to guide you in style and comfort on your next personal journey – at home or across the globe. Let Jambu join you as you zip line through the rainforest, stroll the beach, navigate the city, or travel the world. Be you with Jambu. They use 100% recycled, recyclable and re-usable packaging and their outsoles are made with partially recycled rubber. In this small way, they hope to preserve the great outdoors for future generations. Renew with Jambu.']",AMAZON FASHION,Jambu,-1
12,B000K3DT50,5.0,Exactly what I wanted.  This is my second one.  Wear it every day.  Wore the first one out after many years.  Was happy to be able to find it again.,AFZRY4WP2QDWBNC2RP6OY4APWJFQ,2022-06-23,Armitron Women's 75/3313SVTT Two-Tone Dress Watch,29.99,4.6,337,"['Clothing, Shoes & Jewelry', 'Women', 'Watches', 'Wrist Watches']","['Oval watch featuring silver-tone sunray dial with gold-tone hands and markers', '19 mm brass case with mineral dial window', 'Quartz movement with analog display', 'Two-tone bracelet with jewelry-clasp closure', 'Not water resistant', ""Subtle and luxurious, this beautiful timepiece is a great addition to any woman's collection.""]","['Scratch resistant mineral crystal lens and Japanese quartz movement', 'Armitron has been creating quality watches for more than 50 years and understands how precious time is. Making time for family, time for friends, and time for all those special moments in life is an immeasurable gift that Armitron recognizes with its extensive collection of men’s and women’s precision timepieces.', 'The Armitron brand has developed its reputation based on the enduring quality and up-to-the-minute styling of its watches. Each timepiece offers exceptional value with the finest details and remarkable features such as genuine diamonds, Swarovski crystals, chronograph movements, solid stainless steel, and exotic leathers. Whether it’s an everyday timepiece for a loved one or a special occasion accessory for yourself, Armitron has just the right watch to give the gift of time.']",AMAZON FASHION,Armitron,1
13,B000NZY800,3.0,Not a lot of wow factor here but you get what you pay for. Its just ok. i thought it would be a nice homage to the crescent city.,AHF64Y5U7FJL65KSMV2HFTY4RZOA,2014-05-29,"Amazon Collection 14k Yellow Gold Moon and Star Diamond Pendant Necklace, 18""",,4.0,19,"['Clothing, Shoes & Jewelry', 'Women', 'Jewelry', 'Necklaces', 'Pendant Necklaces']","['14k yellow gold necklace featuring white diamond moon and star pendnat', 'Rope chain with spring-ring clasp', 'Carat weight listed is the total for all stones.', 'All our diamond suppliers confirm that they comply with the Kimberley Process to ensure that their diamonds are conflict free', 'Great for everyday wear', 'Imported']","['This dreamy moon and star pendant is fashioned from two-tone 14 karat gold and accented with genuine diamonds. The polished yellow gold crescent moon frames a five-point star set with ten petite round diamonds, for a total weight of .03 carat. The pendant is showcased on a yellow gold rope chain that fastens with a spring ring clasp. Youthful and charming, this pendant makes a fine gift that will remind her to reach for the stars.', 'The Amazon Curated Collection', 'Discover the Amazon Curated Collection of fine and fashion jewelry. The expansive selection of high-quality jewelry featured in the Amazon Curated Collection offers everyday values that range from precious gemstone and diamond pieces to the latest fashion designs.', 'This hand-selected assortment features an array of diamond, gemstone, and precious metal designs that receive a quality inspection, including from Amazon’s staff graduate gemologist, to ensure they meet Amazon’s high standards. All diamonds featured in the Amazon Curated Collection are certified by our suppliers to be conflict free, and IGI, GIA, or AGS certifications are provided on white diamonds of .75 carats or larger on all stud earrings, rings, and pendant necklaces.', 'Pieces from the Amazon Curated Collection come packaged in a custom box, making them wonderful gifts. In addition, we offer free one-day shipping within the continental U.S. on items over $500. International shipping options for friends and family overseas are available for an additional fee.', 'The Amazon Curated Collection offers a specialized customer service team that is available seven days a week to answer any product questions before, during or after the purchase. If you’re not satisfied for any reason, you will receive a full refund and free return shipping within the U.S. if you return your purchase within 30 days.', 'Find a special gift for a loved one or a beautiful piece that complements your personal style with jewelry from the Amazon Curated Collection.', 'Diamond Clarity:', ""No two diamonds are alike. A diamond's most distinguishing characteristics are its inclusions, marks that are often invisible to the naked eye. However, under a jeweler's magnifying loupe or microscope they can look like crystals, tiny rivers, or clouds. A diamond's clarity is determined by the presence or absence of inclusions--fewer inclusions mean better clarity--and how visible they are. The greater a diamond's clarity, the greater its brilliance and value. A diamond categorized as internally flawless will have no inclusions, but this is extremely rare."", 'Diamond Color:', 'Though diamonds come in a wide range of colors, colorless diamonds have traditionally been considered the most valuable. Most diamonds are graded on a scale using the letters of the alphabet, from D (colorless), the best grade, through Z (a light yellow). It is difficult for the untrained eye to notice such variations in color unless stones are being compared side by side.', 'Diamond Carat Weight:', ""A diamond's weight is measured in carats, with one carat being equivalent to 100 points. You will often see a diamond referred to as a 3/4-carat stone or a 75-point diamond. Larger stones are often more highly valued, but size should not be the only consideration--high brilliance, which varies according to clarity, cut, and color grade, is highly desirable in a diamond."", 'Diamond Certification:', 'A diamond certificate represents independent verification that the stone purchased has all the qualities of cut, color, clarity, shape, and weight expected. It is a further indication of the condition and value of that diamond as represented on our site. Such certificates are issued by several agencies employing highly trained gemologists and provide an unbiased and accurate evaluation of the diamond. These gemologists scrutinize each stone to analyze its dimensions, clarity, cut, color, finish, symmetry, and other details.', 'Diamonds purchased from the Amazon.com Collection may be certified by the Gemological Institute of America or the International Gemological Institute. The type of certificate provided will be noted in the product specifications of your jewelry purchase; if you do not see a certificate type noted, one will not be provided.', 'Our Diamond Policy:', ""Amazon.com sources high-quality diamonds from some of the world's largest suppliers. All our diamond suppliers certify that to their best knowledge their diamonds are not conflict diamonds."", 'Diamond Care:', 'Diamonds, as the hardest substance on earth, are resistant to damage. However, diamond jewelry is set in different metals, and care will vary from piece to piece. Diamonds should be cleaned in a solution of one part ammonia to six parts water, using a gentle scrubbing brush to remove any dirt. It is a good idea to have them cleaned once a year by a professional jeweler, at which time the security of the setting can be checked as well. Diamond jewelry should be stored in a soft cloth pouch to ensure that the stone will not scratch other jewelry.', 'Gold Purity', ""The purity of gold is measured in karats. Pure gold measures 24 karats but is too soft in this state to be used effectively in jewelry. So it is alloyed with other metals--silver, copper, nickel, and zinc--to increase its strength and durability. Common measurements once the alloy is added are 18 karat (75% gold), 14 karat (58%), and 10 karat (47.7%). In the United States, the legal karat limit for the metal to still be considered gold is 10 karats. A higher karat measurement in gold content indicates a greater value of the jewelry piece. Gold jewelry should always be stamped with the karat mark, either 18k, 750 (European marking for 18k), 14k, 585 (European marking for 14k), or 10k. In addition, to assure its quality, the piece should be stamped with the manufacturer's trademark or country of origin."", 'Gold Color', 'The color of gold may vary based off of the type of metal alloy included and the percentage of the metal alloy used. Most commonly, gold is available in yellow, white, and rose coloring.', 'Yellow gold is the most common color and is usually alloyed with silver and copper. Yellow and white gold are similar in strength and malleability, making them perfect for jewelry that is worn daily.', 'White gold is alloyed with nickel, copper, and zinc--and while it looks similar to platinum, it has vastly different properties.', 'Rose-colored gold is alloyed with copper and is often used to accent white or yellow gold. The saturation of color varies from piece to piece and according to gold content.', 'Caring For Your Gold Jewelry', 'To keep gold shining and scratch-free, avoid contact with chlorine and other harsh chemicals. Do not wear jewelry during rough work and be sure to store it in a fabric-lined jewelry box or pouch. To clean gold jewelry, use warm water, a mild soap, and a soft bristled brush, if needed.']",AMAZON FASHION,Amazon,1
14,B000OZTBX8,5.0,The boots were a big hit for my two yr old grandsons birthday!  My daughter in law especially liked the boots' handles making it very simple for him to pull them on all by himself!  The northwest rainy climate requires the type of sturdy & high quality material these boots are made of..cause there are lots of puddles to jump in..whohoo!!,AFAMKZ2ZYC3UBY4PKCQNJ7KPISUQ,2014-03-16,Western Chief F.D.U.S.A. Rain Boot,,4.6,463,"['Clothing, Shoes & Jewelry', 'Boot Shop', 'Boys', 'Outdoor & Work', 'Rain']","['100% Rubber', 'Rubber sole', 'Firefighter-inspired rain boot featuring grippy outsole, pull-on handles, and moisture-absorbing cotton lining']","[""He's is a hero to your own heart and to the lives of many others. Let him go puddle-jumping in the heroic style of the FDUSA rain boot from Western Chief. It features a full rubber outsole with a moisture-absorbing cotton lining, a removable cushioned insole, and a high abrasion rubber outsole for a slip-resistant step on both wet and dry surfaces. What's more, the pull-tabs on the shaft allow her to slip these adorable boots on and off with complete ease."", ""Rain or shine, warm or cold, Western Chief Kids family of children's shoes and accessories are built to outfit your little ones from head to toe. Brightly designed, fanciful and fun, your child can now wear Western Chief's array of products in any kind of weather. They even have slippers, so kids can wear their favorite characters indoors!""]",AMAZON FASHION,Western Chief,1
15,B000Q01WTW,5.0,This is one of my favorite belly button rings! It looks just like the picture. I definantly recommend this belly button ring!,AFAJ6OXINE7P6DAE6S2XRPHVO4JQ,2011-07-12,Pierce this 2 Antique Butterfly Belly Button Ring,,3.9,13,"['Clothing, Shoes & Jewelry', 'Women', 'Jewelry', 'Body Jewelry', 'Piercing Jewelry', 'Barbells']",[],"['Antique looking belly button ring design. The butterfly is enamel coated and has five gemstone decorations. The synthetic turquoise and synthetic pearl create a dangle appearance. 316L surgical steel, 14 gauge 3/8"" curved barbell fits all standard belly button piercings.']",AMAZON FASHION,Pierce this 2,1
16,B000SSPML6,5.0,Bought this same model watch almost 10 years ago it held up to some serious punishment. I bought the second to wear while I have the fist repaired. Also bought one for my son as a graduation gift. I love this watch. It is the lightest watch I have ever owned you don't even notice on your wrist.,AH73K46WS62A6D6RHBXN4F24NVMQ,2014-06-02,Seiko Men's SGG711 Titanium Watch,,4.2,593,"['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']","['Made in USA or Imported', 'Titanium watch featuring round black dial with day/date window, luminous hands, and Arabic hour markers', '37 mm titanium case with hardlex dial window', 'Japanese quartz movement with analog display', 'Features three-link bracelet with fold-over clasp and safety', 'Water resistant to 50 m (165 ft): In general, suitable for short periods of recreational swimming, but not diving or snorkeling.']","[""Titanium case with a titanium link bracelet. Fixed titanium bezel. Black dial with luminous hands and Arabic numeral hour markers. Minute markers around the outer rim. Luminescent hands and markers. Date and day display appears at the 3 o'clock position. Quartz movement. Scratch resistant Hardlex crystal. Push / pull crown. Solid case back. Case diameter: 37 mm. Case thickness: 8 mm. Hidden deployment clasp. Water resistant at 50 meters / 165 feet. Functions: hours, minutes, seconds, day-date. AdditionalInfo: day/date display at 3 o'clock. Seiko Titanium Mens Watch SGG711."", ""Elegance and precision make this Titanium Functional Watch from Seiko a perfect fit for any sophisticated man. Featuring a black dial with white Arabic numeral indices marking each hour, small white indices on the outer dial marking each minute, three trim hands, and a window displaying the day and date at three o'clock, this watch utilizes reliable Japanese quartz movement. Its 40.3-millimeter case, band with fold-over clasp, and stationary bezel are all crafted from strong, lightweight titanium for a luxurious look and feel. This watch offers the durability of a hardlex crystal, is water resistant to 165 feet."", 'From Humble beginnings, Kintaro Hattori\x92s Vision for Seiko has become reality. A consuming passion for excellence - imprinted in our Corporate DNA passed from generation to generation. Seiko, for 125 years committed to the art and science of time.', 'A culture of innovation connects a 19th century Tokyo clock shop with 20th century advances in timekeeping to an extraordinary 21st century ""quiet revolution."" Continually driven by dedication and passion, established a multitude of world\x92s first technologies\x85 transforming the principles of timekeeping.', 'The first quartz wristwatch \x96 changed the history of time.', 'The first Kinetic \x96 marked a new era in quartz watch technology.', 'In 1969, Seiko Astron, the first quartz wristwatch - was introduced.', 'In an instant, Seiko exponentially improved the accuracy of wristwatches \x96And Seiko technology firmly established today\x92s standard in Olympic and sports timing.', '1984, another celebrated first \x96 Kinetic Technology \x96 powered by body movement.', 'Kinetic \x96 a quartz mechanism with unparalleled accuracy \x96the driving force behind more world\x92s firsts.', 'Kinetic Chronograph \x96 the next generation of high performance timekeeping.', 'Kinetic Auto Relay \x96 automatically resets to the correct time.', 'Kinetic Perpetual - combining the date perfect technology of perpetual calendar with the genius of Kinetic Auto Relay.', 'And now Kinetic Direct Drive \x96 move, and the watch is powered automatically. Or hand wind it and see the power you are generating in real time.', 'In the realm of fine watches, time is measured by Seiko innovation \x96 A heritage of dedication to the art and science of time.', 'See more']",AMAZON FASHION,SEIKO,1
17,B000SSPML6,5.0,This was an amazing special. After looking at the watches while in Switzerland the only one below $100 was made of plastic. I happened to stumble on this one at Amazon for much less. Fiddling with the band to make it smaller was a minor challenge. It fits well and is light titanium metal. Only one issue. It is hard to read Sunday-red on black but that is enough of a clue that it is Sunday dah.,AH4DARC2ELJZLD5V6MAN77SMW75Q,2016-07-20,Seiko Men's SGG711 Titanium Watch,,4.2,593,"['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']","['Made in USA or Imported', 'Titanium watch featuring round black dial with day/date window, luminous hands, and Arabic hour markers', '37 mm titanium case with hardlex dial window', 'Japanese quartz movement with analog display', 'Features three-link bracelet with fold-over clasp and safety', 'Water resistant to 50 m (165 ft): In general, suitable for short periods of recreational swimming, but not diving or snorkeling.']","[""Titanium case with a titanium link bracelet. Fixed titanium bezel. Black dial with luminous hands and Arabic numeral hour markers. Minute markers around the outer rim. Luminescent hands and markers. Date and day display appears at the 3 o'clock position. Quartz movement. Scratch resistant Hardlex crystal. Push / pull crown. Solid case back. Case diameter: 37 mm. Case thickness: 8 mm. Hidden deployment clasp. Water resistant at 50 meters / 165 feet. Functions: hours, minutes, seconds, day-date. AdditionalInfo: day/date display at 3 o'clock. Seiko Titanium Mens Watch SGG711."", ""Elegance and precision make this Titanium Functional Watch from Seiko a perfect fit for any sophisticated man. Featuring a black dial with white Arabic numeral indices marking each hour, small white indices on the outer dial marking each minute, three trim hands, and a window displaying the day and date at three o'clock, this watch utilizes reliable Japanese quartz movement. Its 40.3-millimeter case, band with fold-over clasp, and stationary bezel are all crafted from strong, lightweight titanium for a luxurious look and feel. This watch offers the durability of a hardlex crystal, is water resistant to 165 feet."", 'From Humble beginnings, Kintaro Hattori\x92s Vision for Seiko has become reality. A consuming passion for excellence - imprinted in our Corporate DNA passed from generation to generation. Seiko, for 125 years committed to the art and science of time.', 'A culture of innovation connects a 19th century Tokyo clock shop with 20th century advances in timekeeping to an extraordinary 21st century ""quiet revolution."" Continually driven by dedication and passion, established a multitude of world\x92s first technologies\x85 transforming the principles of timekeeping.', 'The first quartz wristwatch \x96 changed the history of time.', 'The first Kinetic \x96 marked a new era in quartz watch technology.', 'In 1969, Seiko Astron, the first quartz wristwatch - was introduced.', 'In an instant, Seiko exponentially improved the accuracy of wristwatches \x96And Seiko technology firmly established today\x92s standard in Olympic and sports timing.', '1984, another celebrated first \x96 Kinetic Technology \x96 powered by body movement.', 'Kinetic \x96 a quartz mechanism with unparalleled accuracy \x96the driving force behind more world\x92s firsts.', 'Kinetic Chronograph \x96 the next generation of high performance timekeeping.', 'Kinetic Auto Relay \x96 automatically resets to the correct time.', 'Kinetic Perpetual - combining the date perfect technology of perpetual calendar with the genius of Kinetic Auto Relay.', 'And now Kinetic Direct Drive \x96 move, and the watch is powered automatically. Or hand wind it and see the power you are generating in real time.', 'In the realm of fine watches, time is measured by Seiko innovation \x96 A heritage of dedication to the art and science of time.', 'See more']",AMAZON FASHION,SEIKO,1
18,B000SSPML6,5.0,I've only had it a week but is everything I've come to expect from a Seiko watch.  I would definately buy it again.,AHPF2URSFK7ZEQ357ZFSXBZCRC3Q,2014-09-04,Seiko Men's SGG711 Titanium Watch,,4.2,593,"['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']","['Made in USA or Imported', 'Titanium watch featuring round black dial with day/date window, luminous hands, and Arabic hour markers', '37 mm titanium case with hardlex dial window', 'Japanese quartz movement with analog display', 'Features three-link bracelet with fold-over clasp and safety', 'Water resistant to 50 m (165 ft): In general, suitable for short periods of recreational swimming, but not diving or snorkeling.']","[""Titanium case with a titanium link bracelet. Fixed titanium bezel. Black dial with luminous hands and Arabic numeral hour markers. Minute markers around the outer rim. Luminescent hands and markers. Date and day display appears at the 3 o'clock position. Quartz movement. Scratch resistant Hardlex crystal. Push / pull crown. Solid case back. Case diameter: 37 mm. Case thickness: 8 mm. Hidden deployment clasp. Water resistant at 50 meters / 165 feet. Functions: hours, minutes, seconds, day-date. AdditionalInfo: day/date display at 3 o'clock. Seiko Titanium Mens Watch SGG711."", ""Elegance and precision make this Titanium Functional Watch from Seiko a perfect fit for any sophisticated man. Featuring a black dial with white Arabic numeral indices marking each hour, small white indices on the outer dial marking each minute, three trim hands, and a window displaying the day and date at three o'clock, this watch utilizes reliable Japanese quartz movement. Its 40.3-millimeter case, band with fold-over clasp, and stationary bezel are all crafted from strong, lightweight titanium for a luxurious look and feel. This watch offers the durability of a hardlex crystal, is water resistant to 165 feet."", 'From Humble beginnings, Kintaro Hattori\x92s Vision for Seiko has become reality. A consuming passion for excellence - imprinted in our Corporate DNA passed from generation to generation. Seiko, for 125 years committed to the art and science of time.', 'A culture of innovation connects a 19th century Tokyo clock shop with 20th century advances in timekeeping to an extraordinary 21st century ""quiet revolution."" Continually driven by dedication and passion, established a multitude of world\x92s first technologies\x85 transforming the principles of timekeeping.', 'The first quartz wristwatch \x96 changed the history of time.', 'The first Kinetic \x96 marked a new era in quartz watch technology.', 'In 1969, Seiko Astron, the first quartz wristwatch - was introduced.', 'In an instant, Seiko exponentially improved the accuracy of wristwatches \x96And Seiko technology firmly established today\x92s standard in Olympic and sports timing.', '1984, another celebrated first \x96 Kinetic Technology \x96 powered by body movement.', 'Kinetic \x96 a quartz mechanism with unparalleled accuracy \x96the driving force behind more world\x92s firsts.', 'Kinetic Chronograph \x96 the next generation of high performance timekeeping.', 'Kinetic Auto Relay \x96 automatically resets to the correct time.', 'Kinetic Perpetual - combining the date perfect technology of perpetual calendar with the genius of Kinetic Auto Relay.', 'And now Kinetic Direct Drive \x96 move, and the watch is powered automatically. Or hand wind it and see the power you are generating in real time.', 'In the realm of fine watches, time is measured by Seiko innovation \x96 A heritage of dedication to the art and science of time.', 'See more']",AMAZON FASHION,SEIKO,1
19,B000SSPML6,5.0,"Thus far I am very satisfied, comfortable to wear & the dusky is easy to read.",AE2TVUXL3S6JOYWZBYRB6MZMBPYA,2015-09-18,Seiko Men's SGG711 Titanium Watch,,4.2,593,"['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']","['Made in USA or Imported', 'Titanium watch featuring round black dial with day/date window, luminous hands, and Arabic hour markers', '37 mm titanium case with hardlex dial window', 'Japanese quartz movement with analog display', 'Features three-link bracelet with fold-over clasp and safety', 'Water resistant to 50 m (165 ft): In general, suitable for short periods of recreational swimming, but not diving or snorkeling.']","[""Titanium case with a titanium link bracelet. Fixed titanium bezel. Black dial with luminous hands and Arabic numeral hour markers. Minute markers around the outer rim. Luminescent hands and markers. Date and day display appears at the 3 o'clock position. Quartz movement. Scratch resistant Hardlex crystal. Push / pull crown. Solid case back. Case diameter: 37 mm. Case thickness: 8 mm. Hidden deployment clasp. Water resistant at 50 meters / 165 feet. Functions: hours, minutes, seconds, day-date. AdditionalInfo: day/date display at 3 o'clock. Seiko Titanium Mens Watch SGG711."", ""Elegance and precision make this Titanium Functional Watch from Seiko a perfect fit for any sophisticated man. Featuring a black dial with white Arabic numeral indices marking each hour, small white indices on the outer dial marking each minute, three trim hands, and a window displaying the day and date at three o'clock, this watch utilizes reliable Japanese quartz movement. Its 40.3-millimeter case, band with fold-over clasp, and stationary bezel are all crafted from strong, lightweight titanium for a luxurious look and feel. This watch offers the durability of a hardlex crystal, is water resistant to 165 feet."", 'From Humble beginnings, Kintaro Hattori\x92s Vision for Seiko has become reality. A consuming passion for excellence - imprinted in our Corporate DNA passed from generation to generation. Seiko, for 125 years committed to the art and science of time.', 'A culture of innovation connects a 19th century Tokyo clock shop with 20th century advances in timekeeping to an extraordinary 21st century ""quiet revolution."" Continually driven by dedication and passion, established a multitude of world\x92s first technologies\x85 transforming the principles of timekeeping.', 'The first quartz wristwatch \x96 changed the history of time.', 'The first Kinetic \x96 marked a new era in quartz watch technology.', 'In 1969, Seiko Astron, the first quartz wristwatch - was introduced.', 'In an instant, Seiko exponentially improved the accuracy of wristwatches \x96And Seiko technology firmly established today\x92s standard in Olympic and sports timing.', '1984, another celebrated first \x96 Kinetic Technology \x96 powered by body movement.', 'Kinetic \x96 a quartz mechanism with unparalleled accuracy \x96the driving force behind more world\x92s firsts.', 'Kinetic Chronograph \x96 the next generation of high performance timekeeping.', 'Kinetic Auto Relay \x96 automatically resets to the correct time.', 'Kinetic Perpetual - combining the date perfect technology of perpetual calendar with the genius of Kinetic Auto Relay.', 'And now Kinetic Direct Drive \x96 move, and the watch is powered automatically. Or hand wind it and see the power you are generating in real time.', 'In the realm of fine watches, time is measured by Seiko innovation \x96 A heritage of dedication to the art and science of time.', 'See more']",AMAZON FASHION,SEIKO,1
